"exposure";"outcome";"lambda";"beta_unpenalized";"bootstrap_mean";"bootstrap_standard_error";"ci95_lower";"ci95_upper";"bootstrap_q025";"bootstrap_q975";"z_value";"p_value";"significant";"n_valid_bootstrap"
"hs_pfoa_c_Log2";"e3_bw";0;0,00508675586299462;0,00553193439550381;0,00316394132924887;-0,00111445519153095;0,0112879669175202;-0,00133079434170654;0,01027357600254;1,60772761996893;0,107894846662748;FALSE;100
"hs_pfos_c_Log2";"e3_bw";0;-0,00314965022947737;-0,00315158733430528;0,0032258233082883;-0,00947214773421229;0,00317284727525756;-0,0102651260978796;0,00185728899687287;-0,976386468962754;0,32887298428995;FALSE;100
"hs_pfunda_c_Log2";"e3_bw";0;0,00154851386950675;0,00113855088304566;0,00287518215718773;-0,00408673960757338;0,00718376734658688;-0,00443677535128348;0,00609069121395456;0,538579395964734;0,590177107662983;FALSE;100
"hs_hm_pers_None";"e3_bw";0;-0,00088740147298109;-6,73273548754607e-05;0,00254694237871446;-0,00587931680596021;0,00410451385999803;-0,00541726607276753;0,00434269258912917;-0,348418354650408;0,727526020059355;FALSE;100
"hs_trafload_h_pow1over3";"e3_bw";0;-0,00141231835876622;-0,00173206943567242;0,00271589432365164;-0,00673537341894021;0,00391073670140776;-0,00741655482085734;0,00296125686179614;-0,520019629065427;0,603049893999088;FALSE;100
"hs_trafnear_h_pow1over3";"e3_bw";0;-0,00579175655230038;-0,00507647007887368;0,00335009820918869;-0,0123578283869823;0,000774315282381576;-0,0115169293658501;0,00191029350281457;-1,72883187018658;0,0838391904048587;FALSE;100
"FAS_cat_None_Low";"e3_bw";0;0,0162051668195401;0,0151388256101717;0,0106022402879953;-0,0045748423003703;0,0369851759394504;-0,00325201879241077;0,0379755224596022;1,52846628442187;0,126396808385536;FALSE;100
"FAS_cat_None_Middle";"e3_bw";0;0,0141583069641426;0,0137112279123569;0,00629371049963262;0,00182286105574113;0,0264937528725442;0,00285396930451427;0,0249971736146919;2,24959615873166;0,024474592522214;TRUE;100
"hs_globalexp2_None_no exposure";"e3_bw";0;0,0251412939165437;0,0245704870729604;0,00529486293881;0,0147635532534002;0,0355190345796872;0,0144017092873959;0,0346507579965521;4,74824262820183;2,05191789155167e-06;TRUE;100
"h_abs_ratio_preg_Log";"hs_asthma";0;-0,105743472641258;-0,10606571975271;0,0669538110483519;-0,236970530923727;0,0254835856412121;-0,229938798909292;0,0201117109958898;-1,5793495692858;0,114255897908261;FALSE;100
"h_no2_ratio_preg_Log";"hs_asthma";0;-0,0609420475264169;-0,0662741109964399;0,0696767229363969;-0,197505915042531;0,075621819989697;-0,189881920902846;0,0693282726001585;-0,874639979581799;0,381769827267145;FALSE;100
"h_pm10_ratio_preg_None";"hs_asthma";0;0,0237284575423041;0,0176816061441715;0,0583501347893946;-0,090635705137967;0,138092620222575;-0,0908101386250245;0,128795770441294;0,406656430665466;0,684260344748373;FALSE;100
"h_pm25_ratio_preg_None";"hs_asthma";0;-0,0491211077711333;-0,0454340332465547;0,0657392997694771;-0,177967767688191;0,079725552145924;-0,156509232177505;0,0672683259159673;-0,747210693502708;0,454936390179125;FALSE;100
"h_accesslines300_preg_dic0";"hs_asthma";0;-0,318104969031652;-0,291447822377989;0,179199021615752;-0,669328597463342;0,0331186594000371;-0,607179089946448;0,0980363473002874;-1,77514902795479;0,0758732834639921;FALSE;100
"h_accesspoints300_preg_Log";"hs_asthma";0;0,0627878054302864;0,0531575986760163;0,0632776433726379;-0,0612340966066534;0,186809707467226;-0,0603920640110102;0,180369478823288;0,992258909841714;0,321071242075287;FALSE;100
"h_builtdens300_preg_Sqrt";"hs_asthma";0;0,0239999124706065;0,0242858666963397;0,0610022363953076;-0,0955622738405949;0,143562098781808;-0,0966189706111811;0,126832758014147;0,393426764144873;0,694004305211974;FALSE;100
"h_connind300_preg_Sqrt";"hs_asthma";0;0,0680327519354546;0,063176167737859;0,0606947703015344;-0,0509268119054841;0,186992315776393;-0,0777556489213526;0,179265395995475;1,12089973481183;0,262330543797354;FALSE;100
"h_fdensity300_preg_Log";"hs_asthma";0;-0,0316183035465811;-0,0307030929995655;0,0591145020954901;-0,147480598617759;0,0842439915245971;-0,138851144086324;0,0896547065102153;-0,534865429391704;0,592742915118818;FALSE;100
"h_frichness300_preg_None";"hs_asthma";0;0,0306002284748777;0,0280625699758073;0,057501741950759;-0,0821011147969259;0,143301571746681;-0,0752426010555816;0,143866979806496;0,53216176478761;0,594613962112533;FALSE;100
"h_landuseshan300_preg_None";"hs_asthma";0;-0,100655728099324;-0,0990372034971347;0,0631864290387719;-0,224498853327013;0,0231873971283643;-0,230487097903654;0,00547776554983802;-1,59299599028711;0,111161090566978;FALSE;100
"h_popdens_preg_Sqrt";"hs_asthma";0;-0,159956060958105;-0,147904108883995;0,066711746714142;-0,290708681863581;-0,029203440052628;-0,269199524243205;-0,0101574385018316;-2,39771957468768;0,0164974898803825;TRUE;100
"h_walkability_mean_preg_None";"hs_asthma";0;0,111424053792543;0,1060116584745;0,0671667144138836;-0,0202202874185563;0,243068395003642;-0,0122751254309777;0,244359837277359;1,65891773573952;0,0971323702465706;FALSE;100
"hs_as_m_Log2";"hs_asthma";0;0,0351139451344244;0,033819637068532;0,0561437003924735;-0,074925685593631;0,14515357586248;-0,0634827857334384;0,133123569350325;0,625429832536147;0,531688987473509;FALSE;100
"hs_cd_m_Log2";"hs_asthma";0;-0,234820183473802;-0,228782728074887;0,0611057397566803;-0,354585232645573;-0,115055134302032;-0,355845728770976;-0,104412856054597;-3,84284986007605;0,000121613871717026;TRUE;100
"hs_co_m_Log2";"hs_asthma";0;0,0705004861808615;0,0694205158849948;0,0680087911749731;-0,0627942951541911;0,203795267515914;-0,057090328061475;0,196399371742845;1,03663783700372;0,299904672638738;FALSE;100
"hs_cs_m_Log2";"hs_asthma";0;-0,0376802929133032;-0,0351828842794409;0,0818863128713804;-0,198174516967987;0,122813931141381;-0,167109470696019;0,11755496414121;-0,460153737444351;0,645405874650671;FALSE;100
"hs_cu_m_Log2";"hs_asthma";0;-0,0193953109516892;-0,0204267991204719;0,0577278133438966;-0,132539746011977;0,0937491241085988;-0,117575628880874;0,0879234672987687;-0,335978618073533;0,736886990495308;FALSE;100
"hs_hg_m_Log2";"hs_asthma";0;-0,0502310121816267;-0,04634214285443;0,0644336139145545;-0,176518574847912;0,0760565504846591;-0,166752256927547;0,0741507873939997;-0,77957775654549;0,435639452841263;FALSE;100
"hs_mn_m_Log2";"hs_asthma";0;0,0324586994252759;0,0339079919137592;0,065041149669762;-0,0950196114405369;0,159937010291089;-0,0948695699296042;0,153798809559799;0,499048672879872;0,617745095276636;FALSE;100
"hs_mo_m_Log2";"hs_asthma";0;0,0913544936791885;0,0884753636657933;0,0671863848148323;-0,0403284008093316;0,223037388167709;-0,0481530747917906;0,217960105117742;1,35971735837498;0,173919382909308;FALSE;100
"hs_pb_m_Log2";"hs_asthma";0;0,0136671306084161;0,0115996991444632;0,0631974618938908;-0,110197618617952;0,137531879834785;-0,0942215035792255;0,140114592408296;0,216260751600489;0,82878450082531;FALSE;100
"h_humidity_preg_None";"hs_asthma";0;-0,125965338641397;-0,123112540173365;0,0541642798090157;-0,232125376315617;-0,0198053009671758;-0,237016732752172;-0,0222908495047041;-2,32561642258612;0,0200390226841838;TRUE;100
"h_pressure_preg_None";"hs_asthma";0;0,0797593228811211;0,0786633253580064;0,0562450329740242;-0,0304789160572341;0,189997561819476;-0,0371942555768772;0,183708345041216;1,41806873716221;0,156170697546512;FALSE;100
"h_temperature_preg_None";"hs_asthma";0;0,0295450404286102;0,0296545252282036;0,0750237027494996;-0,117498714947248;0,176588795804468;-0,108082294911637;0,165245964331828;0,393809414169541;0,693721753428007;FALSE;100
"h_ndvi100_preg_None";"hs_asthma";0;0,164791703882612;0,161297472106372;0,0609734254718553;0,0452859859437388;0,284297421821486;0,0522144556910909;0,261648382212317;2,70268075981197;0,00687827734153814;TRUE;100
"hs_dde_madj_Log2";"hs_asthma";0;-0,0662060497301195;-0,0684664179060566;0,0599009001726073;-0,183609656709959;0,0511975572497199;-0,19363713732333;0,0384300554373885;-1,1052596795598;0,269047083745139;FALSE;100
"hs_ddt_madj_Log2";"hs_asthma";0;-0,0788083996027153;-0,0781210742290573;0,0604039227241309;-0,197197912666952;0,0395811134615217;-0,197538492457133;0,0391720415280876;-1,30469009376492;0,191998396031841;FALSE;100
"hs_hcb_madj_Log2";"hs_asthma";0;0,0938592182474236;0,0918373600195931;0,0541318574177785;-0,0122372727076797;0,199955709202527;-0,00250094046784097;0,181457426169866;1,73389982765671;0,0829358584643644;FALSE;100
"hs_pcb118_madj_Log2";"hs_asthma";0;0,151873421548637;0,144978921190214;0,0703294419276011;0,0140302483177379;0,289716594779537;0,00650748517903268;0,263504077427413;2,15945722568053;0,0308147123813205;TRUE;100
"hs_pcb138_madj_Log2";"hs_asthma";0;0,0210643105499192;0,0228520448370571;0,0536398288692761;-0,0840678221707537;0,126196443270592;-0,066355803505094;0,142938291797569;0,392699063251197;0,694541762614137;FALSE;100
"hs_pcb153_madj_Log2";"hs_asthma";0;0,120019707759318;0,109840599909769;0,0568613204382534;0,00857356758695024;0,231465847931686;-0,00665966379269743;0,214700155802849;2,11074429567019;0,0347942964106119;TRUE;100
"hs_pcb170_madj_Log2";"hs_asthma";0;-0,101338468607711;-0,0966947022573497;0,0528909498864909;-0,205002825493346;0,00232588827792389;-0,20208715144721;-0,00787127968705999;-1,9159888189793;0,0553665188917821;FALSE;100
"hs_pcb180_madj_Log2";"hs_asthma";0;0,000613048031684788;-0,000109921363783855;0,0637854611748874;-0,124404158608372;0,125630254671742;-0,120435874939877;0,128163459423902;0,00961109350615069;0,992331574938581;FALSE;100
"hs_sumPCBs5_madj_Log2";"hs_asthma";0;-0,0268496471376428;-0,0214011212638497;0,0549644975421811;-0,134578082748658;0,0808787884733725;-0,127341345579437;0,0908232651343818;-0,488490722889584;0,62520229526893;FALSE;100
"hs_pfhxs_m_Log2";"hs_asthma";0;0,0362920532349759;0,0370582680776666;0,0505399747756121;-0,0627644771047865;0,135348583574738;-0,0550182269547643;0,12430227671371;0,718086097116308;0,472704201961715;FALSE;100
"hs_pfna_m_Log2";"hs_asthma";0;0,110827123467731;0,109986468327437;0,0566777369701236;-0,000259199718945349;0,221913446654408;-0,00197434936074675;0,228113209184095;1,95539076526911;0,0505369652790295;FALSE;100
"hs_pfoa_m_Log2";"hs_asthma";0;0,0214407481556971;0,021869802492878;0,0643615238227261;-0,104705520526963;0,147587016838357;-0,109448983642207;0,135366670257521;0,33312990249815;0,739036228338862;FALSE;100
"hs_pfos_m_Log2";"hs_asthma";0;-0,0299708553020577;-0,0272455209479044;0,0658949454298206;-0,159122575107738;0,0991808645036229;-0,164593414727974;0,116121739444087;-0,454827834010079;0,649233104098075;FALSE;100
"hs_pfunda_m_Log2";"hs_asthma";0;-0,0181409625031842;-0,0150180987321549;0,0678482189967434;-0,151121028151988;0,114839103145619;-0,180642732605209;0,0896593757067093;-0,267375662492407;0,789179936045486;FALSE;100
"e3_asmokcigd_p_None";"hs_asthma";0;0,0848925704396539;0,0788150325072127;0,0741898467529799;-0,0605168572147324;0,23030199809404;-0,080779195955403;0,213425734849426;1,1442612992895;0,252515287985082;FALSE;100
"h_distinvnear1_preg_Log";"hs_asthma";0;0,047948690348273;0,0498867116594993;0,0600190119613091;-0,0696864114835714;0,165583792180117;-0,0633680940090412;0,175327217796897;0,798891697503832;0,424353213531973;FALSE;100
"h_trafload_preg_pow1over3";"hs_asthma";0;-0,0278267879003464;-0,0240099359821289;0,057801966504885;-0,141116560485511;0,0854629846848188;-0,120468136924994;0,099844514816944;-0,481415937604729;0,630220911681476;FALSE;100
"h_trafnear_preg_pow1over3";"hs_asthma";0;-0,077436968089429;-0,0761892968965402;0,0555792109243298;-0,18637021979027;0,0314962836114124;-0,192486403188423;0,0208949269953834;-1,39327217500188;0,163537501485132;FALSE;100
"h_bro_preg_Log";"hs_asthma";0;0,049353430687641;0,0425096776072174;0,0603026444433656;-0,0688375805938799;0,167544441969162;-0,0634471106989529;0,160309530171734;0,818428961834207;0,413112289929099;FALSE;100
"h_clf_preg_Log";"hs_asthma";0;-0,0830356558367643;-0,0840985151507144;0,0658609711160285;-0,212120787211013;0,0460494755374842;-0,212250876354382;0,0456325872001215;-1,26077181113043;0,207391072665199;FALSE;100
"h_thm_preg_Log";"hs_asthma";0;0,0731995624643136;0,0645111351346634;0,0533931298685944;-0,0314490491000013;0,177848174028629;-0,0587625020023919;0,150494651444204;1,37095470230842;0,170389077208919;FALSE;100
"e3_alcpreg_yn_None_1";"hs_asthma";0;-0,197956122421172;-0,204988951734612;0,151759815105002;-0,495399894327435;0,0994876494850901;-0,475092649953808;0,0305825237216963;-1,30440408275542;0,192095843885616;FALSE;100
"h_pamod_t3_None_Often";"hs_asthma";0;-0,221360201332451;-0,214594186668087;0,108114886395443;-0,433261484860158;-0,00945891780474312;-0,390651976366449;-0,00314195914948304;-2,04745348871569;0,0406135791489892;TRUE;100
"h_pamod_t3_None_Sometimes";"hs_asthma";0;-0,0145181170009062;-0,0129952666333164;0,16322861201927;-0,334440317805137;0,305404083803324;-0,342625622118766;0,297585655478021;-0,0889434567953827;0,929126846859746;FALSE;100
"h_pamod_t3_None_Very Often";"hs_asthma";0;-0,216286445914736;-0,215091711635569;0,113417272408358;-0,438580215059886;0,00600732323041275;-0,431596582454245;-0,0124776009245785;-1,90699742042817;0,0565209215339439;FALSE;100
"h_pavig_t3_None_Low";"hs_asthma";0;-0,470729424419425;-0,46644036099945;0,136708200720624;-0,73867257422312;-0,20278627461573;-0,710165864012573;-0,250662161413055;-3,44331519205205;0,000574629178989238;TRUE;100
"h_pavig_t3_None_Medium";"hs_asthma";0;-0,289639952464043;-0,271486429612392;0,134499550833671;-0,553254228034852;-0,0260256768932341;-0,50787011121782;-0,000899040217918886;-2,15346408719407;0,0312822235960428;TRUE;100
"hs_no2_dy_hs_h_Log";"hs_asthma";0;-0,0638193646359575;-0,0695857972983537;0,0489245141863329;-0,159709650402289;0,0320709211303738;-0,158981913601852;0,0330547154287214;-1,3044455463144;0,192081714431773;FALSE;100
"hs_no2_wk_hs_h_Log";"hs_asthma";0;0,0433905695623267;0,039083803096467;0,0540473076189608;-0,0625402068321937;0,149321345956847;-0,0680767490153671;0,142269595681802;0,80282573681995;0,422075464274749;FALSE;100
"hs_no2_yr_hs_h_Log";"hs_asthma";0;-0,0737492345387944;-0,0708673908699935;0,0453759925538323;-0,162684545707063;0,0151860766294745;-0,153247346031677;0,0104827252426813;-1,6252919305578;0,104100370031188;FALSE;100
"hs_pm10_dy_hs_h_None";"hs_asthma";0;-0,016407259512932;-0,0185444862277725;0,0532447631689185;-0,120765077689377;0,0879505586635129;-0,120191151960941;0,082448178347413;-0,308147854106894;0,757969829337606;FALSE;100
"hs_pm10_wk_hs_h_None";"hs_asthma";0;-0,00789412752452327;-0,00532117307582728;0,0616895142697453;-0,128803353716994;0,113015098667947;-0,121728060002704;0,106470239866825;-0,127965467356497;0,898176301372179;FALSE;100
"hs_pm10_yr_hs_h_None";"hs_asthma";0;-0,0164159577963005;-0,0166368237155923;0,041990086709884;-0,098715015455387;0,0658830998627861;-0,0866653251436505;0,0667600245264069;-0,390948413841601;0,695835367011391;FALSE;100
"hs_pm25_dy_hs_h_None";"hs_asthma";0;-0,0945907067702441;-0,0962785454033514;0,064680239489503;-0,221361646681095;0,032180233140607;-0,228180798456896;0,0284524321958911;-1,46243593896394;0,143621787064427;FALSE;100
"hs_pm25_wk_hs_h_None";"hs_asthma";0;0,000945152117467533;6,43838393392313e-05;0,0615448715528931;-0,119680579559347;0,121570883794282;-0,123017827069656;0,122142339897615;0,0153571222689976;0,987747270861497;FALSE;100
"hs_pm25_yr_hs_h_None";"hs_asthma";0;-0,101083392539451;-0,0957891670083771;0,0691976813305733;-0,236708355761054;0,0345415706821527;-0,223923653083137;0,0387615511391991;-1,46079161318357;0,144072638141713;FALSE;100
"hs_pm25abs_dy_hs_h_Log";"hs_asthma";0;0,0886201610558263;0,084677801978118;0,0714244347468387;-0,0513691586641086;0,228609480775761;-0,0366610931644302;0,208716096871662;1,2407541112497;0,214696597978655;FALSE;100
"hs_pm25abs_wk_hs_h_Log";"hs_asthma";0;-0,0557433596465341;-0,0500790845270096;0,0809888655004204;-0,214478619176117;0,102991899883048;-0,206032556512621;0,0966865196242521;-0,688284238853114;0,491273805000212;FALSE;100
"hs_pm25abs_yr_hs_h_Log";"hs_asthma";0;-0,136324635403413;-0,131097858120221;0,0711852890820915;-0,275845238233384;0,00319596742655914;-0,259708695356358;0,00215877143191963;-1,91506752534504;0,0554838926618891;FALSE;100
"hs_accesslines300_h_dic0";"hs_asthma";0;0,149378220127718;0,144872778832909;0,153410012172775;-0,151299878598771;0,450056318854208;-0,20736287100897;0,39526261145851;0,973718846717021;0,330196156867775;FALSE;100
"hs_accesspoints300_h_Log";"hs_asthma";0;-0,252196872945494;-0,243866009705602;0,0640130658769512;-0,377660176604309;-0,12673356928668;-0,351598806388278;-0,115749294855229;-3,93977181830782;8,15591461507987e-05;TRUE;100
"hs_builtdens300_h_Sqrt";"hs_asthma";0;-0,0134638625127893;-0,0142395207812309;0,0589410661822503;-0,128986229440392;0,102058504414813;-0,129986540806105;0,0990772937097491;-0,228429232534716;0,819312565845522;FALSE;100
"hs_connind300_h_Log";"hs_asthma";0;0,0167301578137184;0,0207585608075649;0,0716969581907211;-0,123793298041169;0,157253613668606;-0,103316767059471;0,147966638468046;0,233345433835764;0,815493181083108;FALSE;100
"hs_fdensity300_h_Log";"hs_asthma";0;0,0391290053819855;0,0375058341358611;0,0754145489638568;-0,108680794497506;0,186938805261477;-0,12260852607548;0,178437473853713;0,5188522098135;0,603863806276273;FALSE;100
"hs_landuseshan300_h_None";"hs_asthma";0;0,104867158550052;0,10320786405742;0,0689914357875471;-0,0303535708352482;0,240087887935352;-0,020614890472123;0,219688297526814;1,52000255325865;0,128510333930475;FALSE;100
"hs_popdens_h_Sqrt";"hs_asthma";0;0,0532441678907596;0,0524230126592796;0,0731615745941348;-0,0901498833659851;0,196638219147504;-0,0776839670673705;0,191330048041305;0,727761371814817;0,466759674431305;FALSE;100
"hs_walkability_mean_h_None";"hs_asthma";0;0,138948634295303;0,136053110824448;0,0789368787355052;-0,0157648050782924;0,293662073668899;0,016166502276518;0,297526145320465;1,76024991767005;0,0783654416719126;FALSE;100
"hs_accesslines300_s_dic0";"hs_asthma";0;-0,164728976297976;-0,156888988881212;0,185473655530426;-0,528250661218599;0,198792708622647;-0,533752711425006;0,165280338289129;-0,888152960736536;0,374458477734936;FALSE;100
"hs_accesspoints300_s_Log";"hs_asthma";0;-0,0149066583927487;-0,0158564007663708;0,0625167269896305;-0,137437191723748;0,10762387493825;-0,124614896885336;0,0917031509538526;-0,238442719421655;0,811537737401874;FALSE;100
"hs_builtdens300_s_Sqrt";"hs_asthma";0;-0,0327575606900429;-0,0302864616197962;0,0750535630463466;-0,179859841172288;0,114344719792203;-0,200485643220767;0,108986421526623;-0,43645577052504;0,662506082781063;FALSE;100
"hs_connind300_s_Log";"hs_asthma";0;0,0171670256315372;0,0175291898359106;0,0776484570743877;-0,135021153689367;0,169355204952441;-0,129694714917977;0,187364276575637;0,221086500342062;0,825025081358213;FALSE;100
"hs_fdensity300_s_Log";"hs_asthma";0;-0,078855560735954;-0,0761772535819257;0,0661088656750745;-0,208426556517896;0,0507154350459882;-0,200614846443374;0,0434330787044766;-1,19281370101749;0,232942343026461;FALSE;100
"hs_landuseshan300_s_None";"hs_asthma";0;-0,0903605669172878;-0,0929196220315185;0,0785525159097722;-0,244320668995451;0,0635995351608753;-0,232300965894707;0,0721512029857619;-1,15032046867956;0,250011903347495;FALSE;100
"hs_popdens_s_Sqrt";"hs_asthma";0;0,0242472606508456;0,0270020077999137;0,0610352745877475;-0,0953796793276522;0,143874200629343;-0,0830947239891988;0,161484686294685;0,397266348265322;0,691171060097956;FALSE;100
"h_Absorbance_Log";"hs_asthma";0;0,127183601173067;0,122169520200107;0,0745378928563478;-0,0189079843088802;0,273275186655014;-0,0362189511341511;0,243100604507173;1,70629456105205;0,0879532502400232;FALSE;100
"h_Benzene_Log";"hs_asthma";0;0,180039994099037;0,179818461924014;0,0638301058156873;0,0549352855709091;0,305144702627165;0,0733043148126222;0,29507562503242;2,82061249622414;0,00479320639839676;TRUE;100
"h_NO2_Log";"hs_asthma";0;-0,0364049314659369;-0,0342684793150909;0,0651784082221442;-0,164152264150989;0,091342401219115;-0,14009703659383;0,0969829196148703;-0,55854281285698;0,576473778071001;FALSE;100
"h_PM_Log";"hs_asthma";0;0,0276452644433592;0,0294895396894999;0,0673733941518386;-0,104404161610466;0,159694690497184;-0,0839051496691144;0,145392856055834;0,410329103815899;0,681564545346459;FALSE;100
"h_TEX_Log";"hs_asthma";0;-0,0560803681849995;-0,0503016499015414;0,0743847957167098;-0,20187188878712;0,089711152417121;-0,171515939675957;0,0951746277862395;-0,753922460156755;0,450895783140736;FALSE;100
"hs_KIDMED_None";"hs_asthma";0;-0,170963386513257;-0,171843381238713;0,0697775947829588;-0,307724959215686;-0,0342018138108278;-0,307156853050169;-0,0578193061864074;-2,45011865262816;0,0142809146462526;TRUE;100
"hs_mvpa_prd_alt_None";"hs_asthma";0;0,0023581607318212;0,00374279191182228;0,0665332110637665;-0,128044536728963;0,132760858192605;-0,137457367332285;0,124041678158813;0,0354433627074019;0,971726207976925;FALSE;100
"hs_sd_wk_None";"hs_asthma";0;-0,0574219612132143;-0,0592889079747308;0,0556922745013333;-0,166576813452946;0,0517328910265173;-0,172256129679629;0,0362971446863007;-1,03105792908206;0,302513655113189;FALSE;100
"hs_dif_hours_total_None";"hs_asthma";0;-0,197499741988233;-0,199490802416637;0,0729836154910861;-0,340544999812282;-0,0544544841641851;-0,33631017925126;-0,0643563000798965;-2,7060832853965;0,00680819689035657;TRUE;100
"hs_as_c_Log2";"hs_asthma";0;-0,0987198652427881;-0,0921056507613101;0,0595675595923586;-0,215470136690754;0,018030406205178;-0,181119968859457;0,0427286940753042;-1,6572756365774;0,0974637606718428;FALSE;100
"hs_cd_c_Log2";"hs_asthma";0;0,0478845404542146;0,0504687367376897;0,0685542258528291;-0,0864792732053551;0,182248354113784;-0,104249659530663;0,163590208879042;0,698491447587961;0,484869904536404;FALSE;100
"hs_co_c_Log2";"hs_asthma";0;-0,139913148892942;-0,137853918220378;0,0622087632776684;-0,261840084439949;-0,0179862133459337;-0,270900921119056;-0,0306050439874008;-2,24909066699237;0,0245067282199984;TRUE;100
"hs_cs_c_Log2";"hs_asthma";0;-0,0545414084999812;-0,0548370624005066;0,0781175666541972;-0,207649025702115;0,0985662087021523;-0,187356345760827;0,105112034911292;-0,698196459977043;0,485054340046789;FALSE;100
"hs_cu_c_Log2";"hs_asthma";0;-0,0418472046103614;-0,0436493842706082;0,0628998762047349;-0,16512869660367;0,0814342873829469;-0,169040762585975;0,0778895545802304;-0,665298679987088;0,505859474715669;FALSE;100
"hs_hg_c_Log2";"hs_asthma";0;0,0343704765876138;0,0350648482889947;0,0556220033551842;-0,0746466467365132;0,143387599911741;-0,0653523421294943;0,141793006056583;0,617929497579134;0,536621813660138;FALSE;100
"hs_mn_c_Log2";"hs_asthma";0;0,161173793547767;0,156486411903445;0,0571561292013299;0,0491498388174419;0,273197748278091;0,029644095896762;0,249454228935411;2,81988643737646;0,00480406476981269;TRUE;100
"hs_mo_c_Log2";"hs_asthma";0;0,0396426862039561;0,0442057826141658;0,0692759963540015;-0,096135771643015;0,175421144050927;-0,0764284175360005;0,16890034721871;0,572242743379414;0,567157533619543;FALSE;100
"hs_pb_c_Log2";"hs_asthma";0;-0,0402836600471821;-0,0415260169953782;0,0644034123910818;-0,166512028815183;0,0859447087208188;-0,185900250649133;0,0691105917523742;-0,625489528451762;0,531649818993412;FALSE;100
"hs_hum_mt_hs_h_None";"hs_asthma";0;-0,0294539044644982;-0,0177132791089865;0,0542994199998135;-0,135878812045547;0,07697100311655;-0,12446300109125;0,0853917901890947;-0,542434973791606;0,587518892020813;FALSE;100
"hs_tm_mt_hs_h_None";"hs_asthma";0;-0,0297175276485645;-0,0274413850980487;0,0544634067708441;-0,136463843394774;0,0770287880976449;-0,134603889920579;0,0707094402325783;-0,545642100091197;0,585311979072162;FALSE;100
"hs_uvdvf_mt_hs_h_None";"hs_asthma";0;0,0260652400629332;0,0251812887249498;0,0459710778121971;-0,0640364167794613;0,116166896905328;-0,0749258471071799;0,110249665518628;0,566992146005713;0,570719517681227;FALSE;100
"hs_hum_dy_hs_h_None";"hs_asthma";0;0,0815884635097426;0,0867487894928375;0,0787153504477988;-0,0726907883983917;0,235867715417877;-0,0578932896888985;0,244879379503214;1,0365000351977;0,29996892301194;FALSE;100
"hs_hum_wk_hs_h_None";"hs_asthma";0;0,214874645096218;0,212545228557309;0,0503534980526941;0,11618360241733;0,313565687775106;0,116675649032938;0,311656804584416;4,26732309384654;1,978325392715e-05;TRUE;100
"hs_tm_dy_hs_h_None";"hs_asthma";0;0,037264663000414;0,0387359391400888;0,0581434342717392;-0,0766943741096667;0,151223700110495;-0,0708959151335316;0,14499050295807;0,640909218163032;0,52158166638643;FALSE;100
"hs_tm_wk_hs_h_None";"hs_asthma";0;0,0621473544805734;0,0550711744738452;0,0521990170047148;-0,0401608388770613;0,164455547838208;-0,0424263520161161;0,153426014138939;1,19058476666256;0,233816634736973;FALSE;100
"hs_uvdvf_dy_hs_h_None";"hs_asthma";0;-0,0904378004630672;-0,0844685382510793;0,0509725192237424;-0,190342102342878;0,00946650141674339;-0,171654390520864;0,0284357628691844;-1,77424623778341;0,0760224290676231;FALSE;100
"hs_uvdvf_wk_hs_h_None";"hs_asthma";0;0,0324773150048593;0,0302948144480049;0,0518612974073728;-0,0691689601051117;0,13412359011483;-0,0690676399585647;0,130027770630177;0,626234140456391;0,531161377156881;FALSE;100
"hs_ndvi100_h_None";"hs_asthma";0;-0,211594505907083;-0,197841885665828;0,0675248646649543;-0,343940808711335;-0,0792482031028312;-0,320258086625678;-0,0605951204431941;-3,13357911869909;0,00172688356155795;TRUE;100
"hs_ndvi100_s_None";"hs_asthma";0;-0,0990060905906361;-0,092242826761351;0,065711573625801;-0,227798408264658;0,029786227083386;-0,21219912521153;0,0369257932320222;-1,50667660394854;0,131893571337671;FALSE;100
"hs_dde_cadj_Log2";"hs_asthma";0;0,11062571913889;0,107798206669357;0,09222423382447;-0,0701304576588717;0,291381895936652;-0,0953930189566005;0,278213510111241;1,19952982585297;0,230321994484901;FALSE;100
"hs_ddt_cadj_Log2";"hs_asthma";0;0,0217429637370447;0,0270831183617431;0,0672415871046728;-0,110048125251427;0,153534052725516;-0,0958793708741785;0,158592265717478;0,32335589734368;0,746425725735024;FALSE;100
"hs_hcb_cadj_Log2";"hs_asthma";0;0,0103805752037437;0,00962880630947282;0,0541436658708708;-0,0957390598941336;0,116500210301621;-0,122532863200103;0,102083849121506;0,191722799643834;0,847959345748839;FALSE;100
"hs_pcb118_cadj_Log2";"hs_asthma";0;0,0136432776247066;0,0200697522184362;0,057585317702793;-0,0992218711110644;0,126508426360478;-0,0989410065461052;0,122120147596125;0,2369228506322;0,812716642366801;FALSE;100
"hs_pcb138_cadj_Log2";"hs_asthma";0;0,0548763476837806;0,0676186597423994;0,100984789289364;-0,143050202309739;0,2528028976773;-0,121573917433134;0,244684974132813;0,54341201353143;0,586846156016366;FALSE;100
"hs_pcb153_cadj_Log2";"hs_asthma";0;-0,0432743618557245;-0,042393418490198;0,0468949834086567;-0,135186840392295;0,0486381166808461;-0,126628430470324;0,0388123807863379;-0,922792987868636;0,356115095756621;FALSE;100
